,old_tweet,new_tweet
11639,"USER USER USER USER Kasihannya orang ini.. sebentar lagi masuk RSJ,bisa bisanya menganggap ahok di cintai rakyat.rakyat yang mana cinta mulut jamban..\nBuang sampah pada tempatnya..andai USER berani jujur.sudah masuk",kasihannyaoranginisebentarlagimasukrumah sakit jiwabisabisanyamenganggapahokdicintairakyatrakyatyangmanacintamulutjambanbuangsampahpadatempatnyaandaiberanijujursudahmasuk
11640,KTT Ulama dan Cendekiawan Muslim Dunia akan Terbitkan Risalah Bogor -,konferensi tingkat tinggiulamadancendekiawanmuslimduniaakanterbitkanrisalahbogor
11641,"YF siapapun ngewe yok, bete banget gua'",yfsiapapunngeweayosebalbangetgue
11642,USER USER Korban cuci otak maijen K. Kunyuk.',korbancuciotakmayjenkkunyuk
11643,USER tadi saya nonton ant man di garut xxi dan distudio 1 mohon di perbaiki karna dilayarnya itu kaya ada yg cacat setitik gitu tapi itu cukup mengganggu mohon segera di perbaiki layarnya',tadisayamenontonantmandigarutxxidandi studio1mohondiperbaikikarenadilayarnyaitukayakadayangcacatsetitikbegitutapiitucukupmengganggumohonsegeradiperbaikilayarnya
11644,USER umat?? mending jd kristen deh kl akan di klaim umat yg ngikut pks dan rijik sihab\xf0\x9f\x98\x84',umatmendingjadikristendehkalauakandiklaimumatyangmengikutpartai keadilan sejahteradanrizieqshihabxf0x9fx98x84
11645,USER USER Tipiwan tipi favorit kaum fiksi yg dungu \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84',tvonetelevisifavoritkaumfiksiyangdunguxf0x9fx98x84xf0x9fx98x84xf0x9fx98x84
11646,USER USER Dua duanya bukan cebong',duaduanyabukancebong
11647,USER USER Kebaca mau nete',kebacamaunete
11648,"35 Kreasi Kreatif Kertas dan Koran Bekas ï¿½ï¿½ï¿½ Lynde Sitepu | | Rp70.000,00 #bukugpu",35kreasikreatifkeasdankoranbekaslyndesitepurp7000000buku gpu
11649,RT USER: Habis jogging pagi kebelet ngentot retweet say URL,habisjoggingpagikebeletngentotretweetsayanguniform resource locator
11650,USER Miris presiden negara besar ini tak berdaya ter kacung2 kan',mirispresidennegarabesarinitakberdayaterkacung kacungkan
11651,USER USER USER Di negara lain adalah aktifis yang dekat dengan penguasa..??yg saya tau aktifis itu bekerja untuk kaum tertindas. Kalau dekat dengan rezim kemungkinan adalah aktifis PALSU',dinegaralainadalahaktivisyangdekatdenganpenguasayangsayatauaktivisitubekerjauntukkaumteindaskalaudekatdenganrezimkemungkinanadalahaktivispalsu
11652,"USER \xe2\x9c\xb5\xe3\x80\x80.\xe3\x85\xa4\xe3\x85\xa4 dipersilahkan untuk melakukannya. \n\n\xe3\x85\xa4\xe3\x85\xa4Setelah dipersilahkan, barulah ia menghampaskan bokong tepat ke sofa di hadapan sang wira\xe2\x80\x94 memposisikan diri senyama",xe2x9cxb5xe3x80x80xe3x85xa4xe3x85xa4dipersilakanuntukmelakukannyadandanxe3x85xa4xe3x85xa4setelahdipersilakanbarulahiamenghempaskanbokongtepatkesofadihadapansangwiraxe2x80x94memosisikandirisenyaman
11653,"Wooy warga USER USER jangan bawa bocah&emak_ ya,ok turunkan jokowi",oiwargajanganbawabocahemakyaoketurunkanjokowi
11654,USER Gapain di pusing goblok aja elu nya mengexpose ZIONISME KEPARAT ITU JGN2 ELU YG EXPOSE BERITA KAYAK GINI ORANG GILA YG SENANGNYA MENGADUDOMBAKAN ORANG LAIN',ngapaindipusinggobloksajakamunyamengeksposezionismekeparatitujangan jangankamuyangexposeberitakayakbeginioranggilayangsenangnyamengadudombakanoranglain
11655,"USER analisa yg gegabah, hanya mendasarkan hasil survey bisa menyimpulkan rupiah bakal menguat tajam &amp; foreign inflow akan meningkat tajam. In fact; di era rejim ini, dana asing MINUS, bahkan sdh dana asing di era sby sdh banyk berkurang.'",analisayanggegabahhanyamendasarkanhasilsurveibisamenyimpulkanrupiahbakalmenguattajamampforeigninflowakanmeningkattajaminfactdierarejiminidanaasingminusbahkansudahdanaasingdierasusilo bambang yudhoyonosudahbanyakberkurang
11656,USER Gapapa asal jangan buta cinta wkwkwk',tidak apa apaasaljanganbutacintawkwk
11657,"Ngajar les di tempat baru. Anak cc uuuu so cute tipikal ideal noona. Pinter banget mtk nya, ganteng, sipit, tinggi dan atletis. Aku mau punya anak satu kek gt ya lord'",mengajarlesditempatbaruanakccuuuusokcutetipikalidealnonapintarbangetmatematikanyagantengsipittinggidanatletisakumaupunyaanaksatukayakbegituyalord
11658,"Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL sebelum penumpang yang mau turun selesai semua. Saking seringnya nemu orang-orang brengsek kayak gitu di stasiun, saya sampai kepikiran untuk nyiapin kata makian.'",kenapayaorangindonesiainidisuruhteibsusahbangetsalahsatucontohnyaadalahteibuntuktidaknaikkekereta listriksebelumpenumpangyangmauturunselesaisemuasakingseringnyamenemukanorangorangberengsekkayakbegitudistasiunsayasampaikepikiranuntukmenyiapkankatamakian
11659,URL Ini kerja USER usul bubarkan DPR.Kerjanya tdk mewakili rakyat korup melindungi koruptor dll,uniform resource locatorinikerjausulbubarkandewan perwakilan rakyatkerjanyatidakmewakilirakyatkorupmelindungikoruptordan lain lain
11660,USER USER Ah cuma pencitraan ya pak USER?,ahcumapencitraanyapak
11661,Calon cawapres dari pks menurut sy tidak bisa melengkapi kualitas prabowo di pilpres ataupun saat terpilih menjadi presiden nanti coba duet Prabowo - Rizal Ramli Insyaallah menang #ganti presiden 2019 dapat terwujud,caloncalon wakil presidendaripartai keadilan sejahteramenurutsayatidakbisamelengkapikualitasprabowodipemilihan presidenataupunsaatterpilihmenjadipresidennanticobaduetpraboworizalramliinsyaallahmenanggantipresiden2019dapatterwujud
11662,Masalahnya Indonesia bukan Jakarta...,masalahnyaindonesiabukanjakaa
11663,RT USER: Yang langsung ngaceng harap di Retweet \xf0\x9f\x98\x81 URL,yanglangsungngacengharapdiretweetxf0x9fx98x81uniform resource locator
11664,Media Prima ni sebenarnya dah miskin. Sampai terpaksa buat home shopping dgn syarikat Korea. Berita pun lagi teruk dari fake news. Patut bungkus je dgn drama-drama sampah-sarap tu.',mediaprimanihsebenarnyasudahmiskinsampaiterpaksabuathomebelanjadengansyarikatkoreaberitapunlagiterukdarifakenewspatutbungkusjedengandramadramasampahsarapitu
11665,hari hari makan babi berbentuk wang haram. muka pun mcm babi. perangai lebih babi dari babi.\n\npolitikus ronggeng babi',hariharimakanbabiberbentukwangharammukapunmacambabiperangailebihbabidaribabidanpolitikusronggengbabi
11666,Allahu Akbar RakyatBersamaFPI BubarkanGMBI CopotKapoldaJabar SelamatkanUlama GaduhKarenaAhok,allahuakbarrakyat bersama front pembela islambubarkan gerakan masyarakat bawah indonesiacopot kepala polisi daerah jawa baratselamatkan ulamagaduh karena ahok
11667,1. GUSUR AHOK 2. Lengserkan JOKOWI,1gusurahok2lengserkanjokowi
11668,Gemasatukata dengan mengadobsi budaya kearifan lokal Jambi Seni musik kompangan khas Jambi; USER; USER ; USER ; USER ; USER,gema satu katadenganmengadopsibudayakearifanlokaljambisenimusikkompangankhasjambi
11669,USER Udah liat Surabaya lom Pak? Bagusan mana penataannya ma DKI? Kl mo nyapres rapiin dulu Jkt bersihin dr PKL di badan jalan ma trotoar. Kl kemaren lawannya Ridwan Kamil/Risma/Nurdin Abdullah jg kalah. Menang krn BTP Kristen jd gampang nakut2,sudahlihatsurabayabelumpakbagusanmanapenataannyasamadaerah khusus ibukotakalaumaumencalonkan presidenrapikandulujakartabersihkandaripukuldibadanjalansamatrotoarkalaukemarinlawannyaridwankamilrismanurdinabdullahjugakalahmenangkarenaahokkristenjadigampangmenakuti
11670,"USER USER Woo kapir kapir, terus kalo gua nyebut kapir itu menghina ya? Hahahah saking kerdilnya otak lo. Lo ada ngatain islam ini itu, gua gak ada ngatain agama lain spesifik. Dasar kaum intoleran sara lo, munafik, kapir, goblok. Ganti aja to",uhuykafirkafirteruskalauguemenyebutkafiritumenghinayahahasakingkerdilnyaotakkamukamuadamemakiislaminiituguetidakadamemakiagamalainspesifikdasarkaumintoleransarakamumunafikkafirgoblokgantisajato
11671,Pertanyaan : kenapa di Pilkada Jatim tidak ada ujaran kebencian di Medsos ? ; Lihat peta dukungan partainya ya :),peanyaankenapadipilihan kepala daerahjawa timurtidakadaujarankebenciandimedia sosiallihatpetadukunganpakainyaya
11672,Bukan relawan tp team pemenang anies sandi si asma dewi penyebar kebencian,bukanrelawantetapitimpemenanganiessandisihasmadewipenyebarkebencian
11673,USER Gembel amat di indomaret. Lagian gue gamau belanja. Cuma mau ke atm mas.',gembelamatdiindomaretlagianguetidak maubelanjacumamaukeatmmas
11674,USER Oiya saya inget nih anda yang selingkuh pake acara ngewe ngewe itu kan?',oh iyasayaingatnihandayangselingkuhpakaiacarangewengeweitukan
11675,USER USER Baru kali ini ada capres goblok bin dungu...nada provokativ gitu ya kampret pada percaya heran aku....!!!!! #capresgoblok',barukaliiniadacalon presidengoblokbindungunadaprovokatifbegituyakampretpadapercayaheranakucalon presiden goblok
11676,"Acara berikutnya Bang Karni, saya usul, Lindungi Anak Dari Bahaya Mengaji Quran",acaraberikutnyabangkarnisayausullindungianakdaribahayamengajialquran
11677,"RT USER USER Kau lihat ga SBY hampir didemo tiap hari...ga ada yg ditangkap?lah sekarang jokowi, diktatornya keliatan. Semua pada ditangkap",kamulihattidaksusilo bambang yudhoyonohampirdidemotiapharitidakadayangditangkaplahsekarangjokowidiktatornyakelihatansemuapadaditangkap
11678,"USER USER USER Intinya pokok pikiran adalah sumatra memiliki kekayaan atas oil, karet, sawit,batubara dlsb dan tidak ingin kekayaan mereka dijual oleh pemerintah jawa pada asing dan koruptor terlebih bisa jalankan syaret islam tanp",intinyapokokpikiranadalahsumatramemilikikekayaanatasoilkaretsawitbatubaradan lain sebagainyadantidakinginkekayaanmerekadijualolehpemerintahjawapadaasingdankoruptorterlebihbisajalankansyaratislamtanpa
11679,"USER Pak USER sebagai pejabat negara, Anda hrs segera buat Kepres / RUU Islam Dilarang di Indonesia",paksebagaipejabatnegaraandaharussegerabuatkeputusan presidenrancangan undang undangislamdilarangdiindonesia
11680,"Pernah D.Trump bangkrut hingga minus jutaan dollar, tapi dia bisa membalik 'kekayaan' itu hingga jadi presiden di US. Bahkan walau saya bujang dan kadang agak seret tapi saya lebih kaya daripada status nominal D.Trump saat itu.",pernahditrumpbangkruthinggaminusjutaandolartapidiabisamembalikkekayaanituhinggajadipresidendiusbahkanwalausayabujangdankadangagakserettapisayalebihkayakdaripadastatusnominalditrumpsaatitu
11681,"USER Sendernya kampang. Kalo lo butuh arti kampang apaan gua kasih tau, anak haram.'",pengirimnyakampangkalaukamubutuhaikampangapaanguekasihtauanakharam
11682,RT USER paham kan hukum menuduh pelacur (S. An-Nur)?Begini ini islam apa kafir? Ini tugas ulama. Bkn mlh mengompori,pahamkanhukummenuduhpelacursiannurbeginiiniislamapakafirinitugasulamabukanmalahmengompori
11683,"Kementerian Keuangan melalui Direktorat Jenderal Pajak (DJP) menargetkan penerimaan pajak 2018 sebesar Rp 1.454,5 triliun.",kementeriankeuanganmelaluidirektoratjenderalpajakdirektorat jenderal pajakmenargetkanpenerimaanpajak2018sebesarrupiah14545triliun
11684,Kuliah merubah smua cara pikirqu guys aku mau beli anting aja ky \xe2\x80\x9cnajis mahal bet mending bikin sendiri\xe2\x80\x9d pada intinya gw gamau rugi WKWK ya Allah :(',kuliahmengubahsemuacarapikirkuguysakumaubeliantingsajakyxe2x80x9cnajismahalbangetmendingbikinsendirixe2x80x9dpadaintinyaguetidak maurugiwkwkyaallah
11685,"USER USER Ente gak paham soal hukum alat tukar, itu yang jadi masalah. Jual beli yang melibatkan uang dengan yang tidak itu beda. Besi ditukar dengan besi iru serupa dengan onta ditukar dengan onta, dalam jumlah tak sama. Beda denga",kamutidakpahamsoalhukumalattukarituyangjadimasalahjualbeliyangmelibatkanuangdenganyangtidakitubedabesiditukardenganbesiiruserupadenganontaditukardenganontadalamjumlahtaksamabedadengan
11686,monyet prabowo ini memang lucu,monyetprabowoinimemanglucu
11687,"Aku terlahir dari keluarga muslim, dan aku? Aku memilih jalan ku sendiri menjadi seorang kristiani. Karna pacar? Lingkungan? No no no\nJauh sebelum pacaran sm dia aku udh tertarik dan belajar kristen. Dia cuma menjadi sedikit faktor pengyakin aja.'",akuterlahirdarikeluargamuslimdanakuakumemilihjalankusendirimenjadiseorangkristianikarenapacarlingkungannononojauhsebelumpacaransamadiaakusudahtearikdanbelajarkristendiacumamenjadisedikitfaktorpengyakinsaja
11688,"USER Jadi mandang orang lewat agama. Kaya biasanya gw gakpernah peduli ama agama orang. Trs jadi ada tulisan ""dia kristen"" di jidat dia kalo gw deket dia. Langsung nyes trs kepikiran ""haruskah gw move?""'",jadimandangoranglewatagamakayakbiasanyagueenggak pernahpedulisamaagamaorangterusjadiadatulisandiakristendijidatdiakalauguedekatdialangsungnyesteruskepikiranharuskahguepindah
11689,RT USER USER USER Min apa benar ini orang kerja di kantor pajak? Kalau iya memalukan sekali KaPolri,minapabenariniorangkerjadikantorpajakkalauiyamemalukansekalikepala kepolisian republik indonesia
11690,"Dispensasi ini bukan upaya Kristenisasi sebab untuk bisa dibaptis menjadi Katolik, secara teknis seseorang harus mengikuti pelajaran selama minimal 1 tahun dengan 4 tahapan. Pernikahan tak bisa membuat seseorang serta merta di Katolikkan.'",dispensasiinibukanupayakristenisasisebabuntukbisadibaptismenjadikatoliksecarateknisseseorangharusmengikutipelajaranselamaminimal1tahundengan4tahapanpernikahantakbisamembuatseseorangseameadikatolikkan
11691,when barzan nanyain isi spt pdhl praktikum spt gua belum nyobain ngisi baru dasar hukum dan lain2. jadi ketara bego',whenbarzanmenanyakanisisurat pemberitahuan tahunanpadahalpraktikumsurat pemberitahuan tahunanguebelummencobamengisibarudasarhukumdanlain lainjaditertarabego
11692,USER onta ga berani',ontatidakberani
11693,"USER USER yg salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih..",yangsalahitumerekamenulisterdakwapenistaagamacobakalauditulisbagindayangmuliapastitidakmasalahcih
11694,USER USER USER Syamsir alam muslim kan?\nKnp dia hina ulama?...',syamsiralammuslimkankenapadiahinaulama
11695,Model kaya gini kita cukupkan; Lebih baik #2019GantiPresiden,modelkayakbeginikitacukupkanlebihbaik2019 ganti presiden
11696,ANGGOTANYA TERNYATA CINA YANG MANUSIA KAMPRET SEMUA. BAGAIMANA TIDAK KAMPRET MEREKA TERORIS KEJI. INDONESIA MEMILIH THE G.,anggotanyaternyatacinayangmanusiakampretsemuabagaimanatidakkampretmerekateroriskejiindonesiamemilihthetidak
11697,eh lebih shock lagi sama indo inggris edan!!! indonesianya kentel gw',ehlebihshocklagisamaindonesiainggrisedanindonesianyakentalgue
11698,RT USER: Kalau aku cantik tapi memek ku coklat kamu masih doyan gak?\n\n#ngentot #memek #kontol #sange #pagicrot',kalauakucantiktapimemekkucoklatkamumasihsukatidakdandanngentotmemekkontolsangepagi crot
11699,ada perek yang mau dimainin memeknya? Yang longrep ya',adaperekyangmaudimainkanmemeknyayanglong replyya
11700,Memang kejujuran itu mahal. Hanya dengan #2019GantiPresiden NKRI dapat terbebas dari pengkhianatan bangsa sendiri. Cc USER USER USER USER USER USER,memangkejujuranitumahalhanyadengan2019 ganti presidennegara kesatuan republik indonesiadapatterbebasdaripengkhianatanbangsasendiricc
11701,"Dia bilang, ""Hidup ini tak selalu melihat ke atas. Ada kalanya perlu menunduk, melihat ke bawah. Bersyukurlah kau masih hidup tanpa cacat dan bisa melihat. Kau hanya tak ingat memori masa kecilmu. Ku juga begitu. Tak ada yang salah. Tak ada yang aneh...'",diabilanghidupinitakselalumelihatkeatasadakalanyaperlumenundukmelihatkebawahbersyukurlahkamumasihhiduptanpacacatdanbisamelihatkamuhanyatakingatmemorimasakecilmukujugabegitutakadayangsalahtakadayanganeh
11702,Cape loh di tanyain \xe2\x80\x9chamil lagi kah?\xe2\x80\x9d Sampe cuma bisa jawab pake senyum ajaaa.. aku tu gendut naah bukan hamil! \xf0\x9f\x98\xad URL,capelahditanyakanxe2x80x9chamillagikahxe2x80x9dsampaicumabisajawabpakaisenyumsajaakuitugendutnahbukanhamilxf0x9fx98xaduniform resource locator
11703,USER USER Makasih ya hurup cina :v',terima kasihyahurufcinav
11704,USER USER USER Wuah satu lagi org dri sorga tapi DONGO......',wowsatulagiorangdarisorgatapidongok
11705,USER Monyet bermuka kucing lagi makan pisank',monyetbermukakucinglagimakanpisang
11706,USER USER BANI EGE NAMANYA AH GBLK',baniegenamanyaahgoblok
11707,USER USER USER USER USER USER USER Hiburan malam minggu . Manusia goblok permanen mau disadarkan dsh gak bisa . Lagi bayi otaknya kerendam air ketuban . Apa gara minum kencing habib/ onta? \xf0\x9f\x,hiburanmalamminggumanusiagoblokpermanenmaudisadarkandshtidakbisalagibayiotaknyakerendamairketubanapagaraminumkencinghabibontaxf0x9fx
11708,"Sudah menjadi orang kristen yang lama, tidak menjamin bahwa kita telah dewasa rohani; hendaknya kita tidak membanggakan diri.'",sudahmenjadiorangkristenyanglamatidakmenjaminbahwakitatelahdewasarohanihendaknyakitatidakmembanggakandiri
11709,"*Presiden Jokowi selalu bersikap takzim kepada para Ulamað???*Setelah meninjau proyek pembangunan Bandara Internasional Jawa Barat di Majalengka, Presiden Joko Widodo menyempatkan diri berkunjung ke kantor MUI Jawa Barat.",presidenjokowiselalubersikaptakzimkepadaparaulamasetelahmeninjauproyekpembangunanbandarainternasionaljawabaratdimajalengkapresidenjokowidodomenyempatkandiriberkunjungkekantormajelis ulama indonesiajawabarat
11710,USER Saya cape sm org bolot :( URL,sayacapesamaorangbolotuniform resource locator
11711,Anies Sandi bentar lagi kebukti menang karena saracen,aniessandibentarlagiterbuktimenangkarenasaracen
11712,"Byk lagi isu umat islam yg berlaku. Lgbt dikatakan dosa peribadi. Hatta tu maksiat paling jelas kena cegah sbb kisah kaum nabi luth dh dirakamkan dalam alquran.\n\nPersoalan dia, kita rujuk atau tak alquran dalam kehidupan kita?'",banyaklagiisuumatislamyangberlakulgbtdikatakandosapribadihattaitumaksiatpalingjelaskenacegahsebabkisahkaumnabilutsudahdirekamkandalamalqurandanpersoalandiakitarujukatautakalqurandalamkehidupankita
11713,"USER USER dasar mentri ke cebong,,, 2019ganti presiden dan ganti mentri agama sontoloyo munafikun'",dasarmenterikecebong2019 ganti presidenpresidendangantimenteriagamasontoloyomunafik
11714,"USER Gk ada ..cuma pindah dari tangan asing ke asing lagi , Indonesia tetap jadi penonton aja'",tidakadacumapindahdaritanganasingkeasinglagiindonesiatetapjadipenontonsaja
11715,"USER USER katanya ga mw dgn aseng,bgmn ? inkonsisten donk'",katanyatidakmwdenganasingbagaimanainkonsistendong
11716,Coba ada yg kordinir utk demo ke dpr suara rakyat bubarkan dpr save kpk,cobaadayangkordiniruntukdemokedewan perwakilan rakyatsuararakyatbubarkandewan perwakilan rakyatsavekomisi pemberantasan korupsi
